EVENT_ID,PLAYER_ID,EARNINGS,ORIG_EARNINGS,CURRENCY,PLACEMENT
746,5671,5,1250,1250.00000000,USD,2
747,5671,30,625,625.00000000,USD,3
748,5671,1,625,625.00000000,USD,4
5193,4549,123,77,50.00000000,GBP,4
5192,4549,163,154,100.00000000,GBP,3
5191,4549,174,540,350.00000000,GBP,2
5190,4549,10,771,500.00000000,GBP,1
5197,4550,140,157,100.00000000,GBP,4
5196,4550,123,157,100.00000000,GBP,3
5195,4550,58,549,350.00000000,GBP,2
5194,4550,26,784,500.00000000,GBP,1
5201,4551,118,157,100.00000000,GBP,4
5200,4551,41,157,100.00000000,GBP,3
5199,4551,144,472,300.00000000,GBP,2
5198,4551,10,786,500.00000000,GBP,1
5206,4552,10,793,500.00000000,GBP,1
5207,4552,88,476,300.00000000,GBP,2
5208,4552,108,159,100.00000000,GBP,3
5213,4553,15,161,100.00000000,GBP,4
5212,4553,152,161,100.00000000,GBP,3
5211,4553,139,483,300.00000000,GBP,2
5210,4553,50,805,500.00000000,GBP,1
5218,4554,75,555,350.00000000,GBP,1
5219,4554,165,278,175.00000000,GBP,2
5220,4554,115,159,100.00000000,GBP,3
5225,4555,172,162,100.00000000,GBP,4
5224,4555,189,162,100.00000000,GBP,3
5223,4555,41,283,175.00000000,GBP,2
5222,4555,165,566,350.00000000,GBP,1
777,4967,38,100,100.00000000,USD,1
778,4967,30,50,50.00000000,USD,2
779,4968,16,100,100.00000000,USD,1
780,4968,36,50,50.00000000,USD,2
781,4969,2,100,100.00000000,USD,1
782,4969,114,50,50.00000000,USD,2
783,4970,14,100,100.00000000,USD,1
784,4970,66,50,50.00000000,USD,2
785,4971,14,100,100.00000000,USD,1
786,4971,143,50,50.00000000,USD,2
787,4972,1,100,100.00000000,USD,1
788,4972,64,50,50.00000000,USD,2
789,4973,29,100,100.00000000,USD,1
790,4973,82,50,50.00000000,USD,2
791,4974,37,100,100.00000000,USD,1
792,4974,383,50,50.00000000,USD,2
793,4975,143,100,100.00000000,USD,1
794,4975,31,50,50.00000000,USD,2
795,4976,5,100,100.00000000,USD,1
796,4976,494,50,50.00000000,USD,2
800,4977,3,50,50.00000000,USD,2
799,4977,21,100,100.00000000,USD,1
801,4978,3,100,100.00000000,USD,1
802,4978,65,50,50.00000000,USD,2
803,4979,38,100,100.00000000,USD,1
804,4979,114,50,50.00000000,USD,2
805,4981,20,100,100.00000000,USD,1
806,4981,105,50,50.00000000,USD,2
807,4982,38,100,100.00000000,USD,1
808,4982,143,50,50.00000000,USD,2
809,4983,16,100,100.00000000,USD,1
810,4983,1,50,50.00000000,USD,2
811,4984,5,100,100.00000000,USD,1
812,4984,105,50,50.00000000,USD,2
813,4985,2,100,100.00000000,USD,1
814,4985,3,50,50.00000000,USD,2
5239,5198,10,144,100.00000000,EUR,3
5238,5198,41,287,200.00000000,EUR,2
5237,5198,128,719,500.00000000,EUR,1
5242,5199,58,135,100.00000000,EUR,3
5241,5199,212,269,200.00000000,EUR,2
5240,5199,26,673,500.00000000,EUR,1
5246,5200,108,142,100.00000000,EUR,4
5245,5200,97,283,200.00000000,EUR,3
5244,5200,152,425,300.00000000,EUR,2
5243,5200,144,849,600.00000000,EUR,1
5249,5201,8,134,100.00000000,EUR,3
5248,5201,88,268,200.00000000,EUR,2
5247,5201,224,670,500.00000000,EUR,1
828,11933,43,25000,25000.00000000,USD,1
829,11933,242,10000,10000.00000000,USD,2
830,11933,164,5000,5000.00000000,USD,3
831,11933,152,3000,3000.00000000,USD,4
832,5879,160,10000,10000.00000000,USD,1
833,5879,413,5000,5000.00000000,USD,2
834,5879,145,3000,3000.00000000,USD,3
835,5878,184,10000,10000.00000000,USD,1
836,5878,169,5000,5000.00000000,USD,2
837,5878,295,3000,3000.00000000,USD,3
838,5878,684,2000,2000.00000000,USD,4
839,5877,119,5000,5000.00000000,USD,1
840,5877,281,3000,3000.00000000,USD,2
841,5877,260,2000,2000.00000000,USD,3
842,5877,509,1000,1000.00000000,USD,4
843,5876,27,10000,10000.00000000,USD,1
844,5876,1083,5000,5000.00000000,USD,2
845,5876,1283,3000,3000.00000000,USD,3
846,5876,652,2500,2500.00000000,USD,4
8503,5875,250,2500,2500.00000000,USD,4
8502,5875,139,3000,3000.00000000,USD,3
8501,5875,89,5000,5000.00000000,USD,2
8500,5875,208,10000,10000.00000000,USD,1
851,5871,200,10000,10000.00000000,USD,1
852,5871,149,5000,5000.00000000,USD,2
853,5871,129,3000,3000.00000000,USD,3
854,5871,155,2000,2000.00000000,USD,4
8476,4148,7,36503,40000000.00000000,KRW,1
8477,4148,4,18251,20000000.00000000,KRW,2
8478,4148,36,7301,8000000.00000000,KRW,3
3943,759,934,266,300000.00000000,KRW,64
3942,759,453,266,300000.00000000,KRW,63
3941,759,37,266,300000.00000000,KRW,62
3940,759,71,266,300000.00000000,KRW,61
3939,759,236,266,300000.00000000,KRW,60
3938,759,29,266,300000.00000000,KRW,59
3937,759,133,266,300000.00000000,KRW,58
3936,759,1126,266,300000.00000000,KRW,57
3935,759,1645,266,300000.00000000,KRW,56
3934,759,1574,266,300000.00000000,KRW,55
3933,759,1570,266,300000.00000000,KRW,54
3932,759,66,266,300000.00000000,KRW,53
3931,759,528,266,300000.00000000,KRW,52
3930,759,19,266,300000.00000000,KRW,51
3929,759,47,266,300000.00000000,KRW,50
3928,759,353,266,300000.00000000,KRW,49
3927,759,1576,266,300000.00000000,KRW,48
3926,759,339,266,300000.00000000,KRW,47
3925,759,318,266,300000.00000000,KRW,46
3924,759,122,266,300000.00000000,KRW,45
3923,759,1497,266,300000.00000000,KRW,44
3922,759,1386,266,300000.00000000,KRW,43
3921,759,390,266,300000.00000000,KRW,42
3920,759,259,266,300000.00000000,KRW,41
3919,759,1640,266,300000.00000000,KRW,40
3918,759,136,266,300000.00000000,KRW,39
3917,759,1488,266,300000.00000000,KRW,38
3916,759,203,266,300000.00000000,KRW,37
3915,759,143,266,300000.00000000,KRW,36
3914,759,123,266,300000.00000000,KRW,35
3913,759,1975,266,300000.00000000,KRW,34
3912,759,1575,266,300000.00000000,KRW,33
3911,759,114,444,500000.00000000,KRW,32
3910,759,225,444,500000.00000000,KRW,31
3909,759,36,444,500000.00000000,KRW,30
3908,759,13,444,500000.00000000,KRW,29
3907,759,1012,444,500000.00000000,KRW,28
3906,759,1170,444,500000.00000000,KRW,27
3905,759,116,444,500000.00000000,KRW,26
3904,759,157,444,500000.00000000,KRW,25
3903,759,492,444,500000.00000000,KRW,24
3902,759,540,444,500000.00000000,KRW,23
3901,759,789,444,500000.00000000,KRW,22
3900,759,51,444,500000.00000000,KRW,21
3899,759,837,444,500000.00000000,KRW,20
3898,759,104,444,500000.00000000,KRW,19
3897,759,314,444,500000.00000000,KRW,18
3896,759,223,444,500000.00000000,KRW,17
3895,759,355,1774,2000000.00000000,KRW,16
3894,759,155,1774,2000000.00000000,KRW,15
3893,759,1,1774,2000000.00000000,KRW,14
3892,759,242,1774,2000000.00000000,KRW,13
3891,759,141,1774,2000000.00000000,KRW,12
3890,759,166,1774,2000000.00000000,KRW,11
3889,759,220,1774,2000000.00000000,KRW,10
3888,759,113,1774,2000000.00000000,KRW,9
3887,759,81,3548,4000000.00000000,KRW,8
3886,759,93,3548,4000000.00000000,KRW,7
3885,759,43,3548,4000000.00000000,KRW,6
3884,759,216,3548,4000000.00000000,KRW,5
3883,759,124,8871,10000000.00000000,KRW,4
3882,759,206,8871,10000000.00000000,KRW,3
3881,759,14,26614,30000000.00000000,KRW,2
3880,759,22,88712,100000000.00000000,KRW,1
3879,760,494,259,300000.00000000,KRW,63
3878,760,132,259,300000.00000000,KRW,62
3877,760,453,259,300000.00000000,KRW,61
3876,760,2057,259,300000.00000000,KRW,60
3875,760,934,259,300000.00000000,KRW,59
3874,760,2056,259,300000.00000000,KRW,58
3873,760,100,259,300000.00000000,KRW,57
3872,760,56,259,300000.00000000,KRW,56
3871,760,81,259,300000.00000000,KRW,55
3870,760,492,259,300000.00000000,KRW,54
3869,760,1497,259,300000.00000000,KRW,53
3868,760,549,259,300000.00000000,KRW,52
3867,760,122,259,300000.00000000,KRW,51
3866,760,518,259,300000.00000000,KRW,50
3865,760,44,259,300000.00000000,KRW,49
3864,760,216,259,300000.00000000,KRW,48
3863,760,1179,259,300000.00000000,KRW,47
3862,760,253,259,300000.00000000,KRW,46
3861,760,374,259,300000.00000000,KRW,45
3860,760,353,259,300000.00000000,KRW,44
3859,760,1643,259,300000.00000000,KRW,43
3858,760,262,259,300000.00000000,KRW,42
3857,760,206,259,300000.00000000,KRW,41
3856,760,1637,259,300000.00000000,KRW,40
3855,760,1491,259,300000.00000000,KRW,39
3854,760,759,259,300000.00000000,KRW,38
3853,760,355,259,300000.00000000,KRW,37
3852,760,61,259,300000.00000000,KRW,36
3851,760,339,259,300000.00000000,KRW,35
3850,760,69,259,300000.00000000,KRW,34
3849,760,322,259,300000.00000000,KRW,33
3848,760,166,431,500000.00000000,KRW,32
3847,760,155,431,500000.00000000,KRW,31
3846,760,70,431,500000.00000000,KRW,30
3845,760,124,431,500000.00000000,KRW,29
3844,760,106,431,500000.00000000,KRW,28
3843,760,390,431,500000.00000000,KRW,27
3842,760,218,431,500000.00000000,KRW,26
3841,760,30,431,500000.00000000,KRW,25
3840,760,804,431,500000.00000000,KRW,24
3839,760,208,431,500000.00000000,KRW,23
3838,760,74,431,500000.00000000,KRW,22
3837,760,98,431,500000.00000000,KRW,21
3836,760,43,431,500000.00000000,KRW,20
3835,760,87,431,500000.00000000,KRW,19
3834,760,825,431,500000.00000000,KRW,18
3833,760,27,431,500000.00000000,KRW,17
3832,760,13,1725,2000000.00000000,KRW,16
3831,760,19,1725,2000000.00000000,KRW,15
3830,760,65,1725,2000000.00000000,KRW,14
3829,760,1,1725,2000000.00000000,KRW,13
3828,760,236,1725,2000000.00000000,KRW,12
3827,760,634,1725,2000000.00000000,KRW,11
3826,760,17,1725,2000000.00000000,KRW,10
3825,760,225,1725,2000000.00000000,KRW,9
3824,760,143,3450,4000000.00000000,KRW,8
3823,760,14,3450,4000000.00000000,KRW,7
3822,760,223,3450,4000000.00000000,KRW,6
3821,760,22,3450,4000000.00000000,KRW,5
3820,760,271,8624,10000000.00000000,KRW,4
3819,760,136,8624,10000000.00000000,KRW,3
3818,760,104,25871,30000000.00000000,KRW,2
3817,760,36,86238,100000000.00000000,KRW,1
3816,389,166,1348,1500000.00000000,KRW,32
3754,383,92,1338,1500000.00000000,KRW,1
3755,383,47,892,1000000.00000000,KRW,2
3756,383,353,713,800000.00000000,KRW,3
3757,383,74,713,800000.00000000,KRW,4
3758,383,453,535,600000.00000000,KRW,5
3759,383,259,535,600000.00000000,KRW,6
3760,383,65,535,600000.00000000,KRW,7
3761,383,70,535,600000.00000000,KRW,8
3762,383,518,357,400000.00000000,KRW,9
3763,383,106,357,400000.00000000,KRW,10
3764,383,17,357,400000.00000000,KRW,11
3765,383,242,357,400000.00000000,KRW,12
3766,383,98,357,400000.00000000,KRW,13
3767,383,113,357,400000.00000000,KRW,14
3768,383,599,357,400000.00000000,KRW,15
3769,383,934,357,400000.00000000,KRW,16
3770,383,789,178,200000.00000000,KRW,17
3771,383,492,178,200000.00000000,KRW,18
3772,383,114,178,200000.00000000,KRW,19
3773,383,157,178,200000.00000000,KRW,20
3774,383,804,178,200000.00000000,KRW,21
3775,383,208,178,200000.00000000,KRW,22
3776,383,837,178,200000.00000000,KRW,23
3777,383,1497,178,200000.00000000,KRW,24
3778,383,116,178,200000.00000000,KRW,25
3815,389,220,1348,1500000.00000000,KRW,31
3814,389,399,1348,1500000.00000000,KRW,30
3813,389,528,1348,1500000.00000000,KRW,29
3812,389,51,1348,1500000.00000000,KRW,28
3811,389,141,1348,1500000.00000000,KRW,27
3810,389,253,1348,1500000.00000000,KRW,26
3809,389,1,1348,1500000.00000000,KRW,25
3808,389,104,1348,1500000.00000000,KRW,24
3807,389,216,1348,1500000.00000000,KRW,23
3806,389,355,1348,1500000.00000000,KRW,22
3805,389,136,1348,1500000.00000000,KRW,21
3804,389,339,1348,1500000.00000000,KRW,20
3803,389,223,1348,1500000.00000000,KRW,19
3802,389,225,1348,1500000.00000000,KRW,18
3801,389,19,1348,1500000.00000000,KRW,17
3800,389,206,1797,2000000.00000000,KRW,16
3799,389,36,1797,2000000.00000000,KRW,15
3798,389,122,1797,2000000.00000000,KRW,14
3797,389,43,1797,2000000.00000000,KRW,13
3796,389,390,1797,2000000.00000000,KRW,12
3795,389,236,1797,2000000.00000000,KRW,11
3794,389,124,1797,2000000.00000000,KRW,10
3793,389,81,1797,2000000.00000000,KRW,9
3792,389,93,2696,3000000.00000000,KRW,8
3791,389,155,2696,3000000.00000000,KRW,7
3790,389,181,2696,3000000.00000000,KRW,6
3789,389,143,2696,3000000.00000000,KRW,5
3788,389,271,4493,5000000.00000000,KRW,4
3787,389,22,4493,5000000.00000000,KRW,3
3786,389,14,17974,20000000.00000000,KRW,2
3785,389,13,44935,50000000.00000000,KRW,1
4101,353,339,178,200000.00000000,KRW,32
4100,353,208,178,200000.00000000,KRW,31
4099,353,259,178,200000.00000000,KRW,30
4098,353,17,178,200000.00000000,KRW,29
4097,353,225,178,200000.00000000,KRW,28
4096,353,518,178,200000.00000000,KRW,27
4095,353,119,178,200000.00000000,KRW,26
4094,353,1336,178,200000.00000000,KRW,25
4093,353,98,178,200000.00000000,KRW,24
4092,353,114,178,200000.00000000,KRW,23
4091,353,262,178,200000.00000000,KRW,22
4090,353,70,178,200000.00000000,KRW,21
4089,353,934,178,200000.00000000,KRW,20
4088,353,16,178,200000.00000000,KRW,19
4087,353,242,178,200000.00000000,KRW,18
4086,353,528,178,200000.00000000,KRW,17
4085,353,28,355,400000.00000000,KRW,16
4084,353,106,355,400000.00000000,KRW,15
4083,353,91,355,400000.00000000,KRW,14
4082,353,494,355,400000.00000000,KRW,13
4081,353,25,355,400000.00000000,KRW,12
4080,353,57,355,400000.00000000,KRW,11
4079,353,90,355,400000.00000000,KRW,10
4078,353,599,355,400000.00000000,KRW,9
4077,353,113,533,600000.00000000,KRW,8
4076,353,104,533,600000.00000000,KRW,7
4075,353,134,533,600000.00000000,KRW,6
4074,353,129,533,600000.00000000,KRW,5
4073,353,86,711,800000.00000000,KRW,4
4072,353,1,711,800000.00000000,KRW,3
4071,353,32,889,1000000.00000000,KRW,2
4070,353,31,1333,1500000.00000000,KRW,1
4132,359,14,1332,1500000.00000000,KRW,31
4131,359,141,1332,1500000.00000000,KRW,30
4130,359,43,1332,1500000.00000000,KRW,29
4129,359,223,1332,1500000.00000000,KRW,28
4128,359,143,1332,1500000.00000000,KRW,27
4127,359,453,1332,1500000.00000000,KRW,26
4126,359,124,1332,1500000.00000000,KRW,25
4125,359,22,1332,1500000.00000000,KRW,24
4124,359,236,1332,1500000.00000000,KRW,23
4123,359,92,1332,1500000.00000000,KRW,22
4122,359,206,1332,1500000.00000000,KRW,21
4121,359,19,1332,1500000.00000000,KRW,20
4120,359,81,1332,1500000.00000000,KRW,19
4119,359,390,1332,1500000.00000000,KRW,18
4118,359,13,1332,1500000.00000000,KRW,17
4117,359,216,1776,2000000.00000000,KRW,16
4116,359,220,1776,2000000.00000000,KRW,15
4115,359,166,1776,2000000.00000000,KRW,14
4114,359,122,1776,2000000.00000000,KRW,13
4113,359,181,1776,2000000.00000000,KRW,12
4112,359,355,1776,2000000.00000000,KRW,11
4111,359,271,1776,2000000.00000000,KRW,10
4110,359,47,1776,2000000.00000000,KRW,9
4109,359,353,2664,3000000.00000000,KRW,8
4108,359,93,2664,3000000.00000000,KRW,7
4107,359,74,2664,3000000.00000000,KRW,6
4106,359,136,2664,3000000.00000000,KRW,5
4105,359,253,4440,5000000.00000000,KRW,4
4104,359,51,4440,5000000.00000000,KRW,3
4103,359,65,17760,20000000.00000000,KRW,2
4102,359,36,44401,50000000.00000000,KRW,1
4164,322,203,183,200000.00000000,KRW,32
4163,322,17,183,200000.00000000,KRW,31
4162,322,143,183,200000.00000000,KRW,30
4161,322,77,183,200000.00000000,KRW,29
4160,322,195,183,200000.00000000,KRW,28
4159,322,236,183,200000.00000000,KRW,27
4158,322,599,183,200000.00000000,KRW,26
4157,322,114,183,200000.00000000,KRW,25
4156,322,37,183,200000.00000000,KRW,24
4155,322,190,183,200000.00000000,KRW,23
4154,322,90,183,200000.00000000,KRW,22
4153,322,1,183,200000.00000000,KRW,21
4152,322,494,183,200000.00000000,KRW,20
4151,322,57,183,200000.00000000,KRW,19
4150,322,116,183,200000.00000000,KRW,18
4149,322,624,183,200000.00000000,KRW,17
4148,322,91,367,400000.00000000,KRW,16
4147,322,453,367,400000.00000000,KRW,15
4146,322,120,367,400000.00000000,KRW,14
4145,322,98,367,400000.00000000,KRW,13
4144,322,124,367,400000.00000000,KRW,12
4143,322,2,367,400000.00000000,KRW,11
4142,322,517,367,400000.00000000,KRW,10
4141,322,390,367,400000.00000000,KRW,9
4140,322,25,550,600000.00000000,KRW,8
4139,322,8,550,600000.00000000,KRW,7
4138,322,106,550,600000.00000000,KRW,6
4137,322,28,550,600000.00000000,KRW,5
4136,322,24,734,800000.00000000,KRW,4
4135,322,35,734,800000.00000000,KRW,3
4134,322,13,917,1000000.00000000,KRW,2
4133,322,12,1375,1500000.00000000,KRW,1
4196,328,129,1378,1500000.00000000,KRW,32
4195,328,104,1378,1500000.00000000,KRW,31
4194,328,220,1378,1500000.00000000,KRW,30
4193,328,181,1378,1500000.00000000,KRW,29
4192,328,166,1378,1500000.00000000,KRW,28
4191,328,353,1378,1500000.00000000,KRW,27
4190,328,51,1378,1500000.00000000,KRW,26
4189,328,271,1378,1500000.00000000,KRW,25
4188,328,81,1378,1500000.00000000,KRW,24
4187,328,14,1378,1500000.00000000,KRW,23
4186,328,136,1378,1500000.00000000,KRW,22
4185,328,216,1378,1500000.00000000,KRW,21
4184,328,206,1378,1500000.00000000,KRW,20
4183,328,47,1378,1500000.00000000,KRW,19
4182,328,355,1378,1500000.00000000,KRW,18
4181,328,36,1378,1500000.00000000,KRW,17
4180,328,65,1838,2000000.00000000,KRW,16
4179,328,223,1838,2000000.00000000,KRW,15
4178,328,86,1838,2000000.00000000,KRW,14
4177,328,19,1838,2000000.00000000,KRW,13
4176,328,134,1838,2000000.00000000,KRW,12
4175,328,122,1838,2000000.00000000,KRW,11
4174,328,43,1838,2000000.00000000,KRW,10
4173,328,32,1838,2000000.00000000,KRW,9
4172,328,253,2757,3000000.00000000,KRW,8
4171,328,31,2757,3000000.00000000,KRW,7
4170,328,113,2757,3000000.00000000,KRW,6
4169,328,92,2757,3000000.00000000,KRW,5
4168,328,74,4595,5000000.00000000,KRW,4
4167,328,93,4595,5000000.00000000,KRW,3
4166,328,141,18379,20000000.00000000,KRW,2
4165,328,22,45947,50000000.00000000,KRW,1
4228,292,124,189,200000.00000000,KRW,32
4227,292,1154,189,200000.00000000,KRW,31
4226,292,16,189,200000.00000000,KRW,30
4225,292,390,189,200000.00000000,KRW,29
4224,292,28,189,200000.00000000,KRW,28
4223,292,51,189,200000.00000000,KRW,27
4222,292,478,189,200000.00000000,KRW,26
4221,292,355,189,200000.00000000,KRW,25
4220,292,44,189,200000.00000000,KRW,24
4219,292,353,189,200000.00000000,KRW,23
4218,292,11,189,200000.00000000,KRW,22
4217,292,143,189,200000.00000000,KRW,21
4216,292,120,189,200000.00000000,KRW,20
4215,292,206,189,200000.00000000,KRW,19
4214,292,2,189,200000.00000000,KRW,18
4213,292,517,189,200000.00000000,KRW,17
4212,292,271,377,400000.00000000,KRW,16
4211,292,98,377,400000.00000000,KRW,15
4210,292,149,377,400000.00000000,KRW,14
4209,292,112,377,400000.00000000,KRW,13
4208,292,35,377,400000.00000000,KRW,12
4207,292,166,377,400000.00000000,KRW,11
4206,292,54,377,400000.00000000,KRW,10
4205,292,94,377,400000.00000000,KRW,9
4204,292,198,566,600000.00000000,KRW,8
4203,292,453,566,600000.00000000,KRW,7
4202,292,91,566,600000.00000000,KRW,6
4201,292,109,566,600000.00000000,KRW,5
4200,292,40,755,800000.00000000,KRW,4
4199,292,1,755,800000.00000000,KRW,3
4198,292,203,944,1000000.00000000,KRW,2
4197,292,33,1415,1500000.00000000,KRW,1
4259,298,141,1423,1500000.00000000,KRW,31
4258,298,216,1423,1500000.00000000,KRW,30
4257,298,106,1423,1500000.00000000,KRW,29
4256,298,113,1423,1500000.00000000,KRW,28
4255,298,24,1423,1500000.00000000,KRW,27
4254,298,32,1423,1500000.00000000,KRW,26
4253,298,74,1423,1500000.00000000,KRW,25
4252,298,13,1423,1500000.00000000,KRW,24
4251,298,14,1423,1500000.00000000,KRW,23
4250,298,86,1423,1500000.00000000,KRW,22
4249,298,223,1423,1500000.00000000,KRW,21
4248,298,134,1423,1500000.00000000,KRW,20
4247,298,253,1423,1500000.00000000,KRW,19
4246,298,8,1423,1500000.00000000,KRW,18
4245,298,65,1423,1500000.00000000,KRW,17
4244,298,19,1897,2000000.00000000,KRW,16
4243,298,93,1897,2000000.00000000,KRW,15
4242,298,92,1897,2000000.00000000,KRW,14
4241,298,122,1897,2000000.00000000,KRW,13
4240,298,129,1897,2000000.00000000,KRW,12
4239,298,81,1897,2000000.00000000,KRW,11
4238,298,43,1897,2000000.00000000,KRW,10
4237,298,220,1897,2000000.00000000,KRW,9
4236,298,12,2846,3000000.00000000,KRW,8
4235,298,181,2846,3000000.00000000,KRW,7
4234,298,36,2846,3000000.00000000,KRW,6
4233,298,25,2846,3000000.00000000,KRW,5
4232,298,47,4743,5000000.00000000,KRW,4
4231,298,136,4743,5000000.00000000,KRW,3
4230,298,31,18974,20000000.00000000,KRW,2
4229,298,22,47435,50000000.00000000,KRW,1
4291,267,56,186,200000.00000000,KRW,32
4290,267,139,186,200000.00000000,KRW,31
4289,267,94,186,200000.00000000,KRW,30
4288,267,271,186,200000.00000000,KRW,29
4287,267,109,186,200000.00000000,KRW,28
4286,267,124,186,200000.00000000,KRW,27
4285,267,236,186,200000.00000000,KRW,26
4284,267,156,186,200000.00000000,KRW,25
4283,267,253,186,200000.00000000,KRW,24
4282,267,141,186,200000.00000000,KRW,23
4281,267,112,186,200000.00000000,KRW,22
4280,267,84,186,200000.00000000,KRW,21
4279,267,89,186,200000.00000000,KRW,20
4278,267,128,186,200000.00000000,KRW,19
4277,267,453,186,200000.00000000,KRW,18
4276,267,49,186,200000.00000000,KRW,17
4275,267,98,372,400000.00000000,KRW,16
4274,267,67,372,400000.00000000,KRW,15
4273,267,225,372,400000.00000000,KRW,14
4272,267,203,372,400000.00000000,KRW,13
4271,267,4,372,400000.00000000,KRW,12
4270,267,74,372,400000.00000000,KRW,11
4269,267,9,372,400000.00000000,KRW,10
4268,267,223,372,400000.00000000,KRW,9
4267,267,29,558,600000.00000000,KRW,8
4266,267,54,558,600000.00000000,KRW,7
4265,267,46,558,600000.00000000,KRW,6
4264,267,166,558,600000.00000000,KRW,5
4263,267,1,744,800000.00000000,KRW,4
4262,267,6,744,800000.00000000,KRW,3
4261,267,14,931,1000000.00000000,KRW,2
4260,267,57,1396,1500000.00000000,KRW,1
4323,273,31,1392,1500000.00000000,KRW,32
4322,273,220,1392,1500000.00000000,KRW,31
4321,273,32,1392,1500000.00000000,KRW,30
4320,273,122,1392,1500000.00000000,KRW,29
4319,273,181,1392,1500000.00000000,KRW,28
4318,273,106,1392,1500000.00000000,KRW,27
4317,273,47,1392,1500000.00000000,KRW,26
4316,273,198,1392,1500000.00000000,KRW,25
4315,273,86,1392,1500000.00000000,KRW,24
4314,273,25,1392,1500000.00000000,KRW,23
4313,273,8,1392,1500000.00000000,KRW,22
4312,273,113,1392,1500000.00000000,KRW,21
4311,273,36,1392,1500000.00000000,KRW,20
4310,273,91,1392,1500000.00000000,KRW,19
4309,273,216,1392,1500000.00000000,KRW,18
4308,273,40,1392,1500000.00000000,KRW,17
4307,273,136,1856,2000000.00000000,KRW,16
